X1	X2	
9.12	2.53	
5.49	8.27	
5.99	0.41	
8.08	1.78	
6.85	3.09	
5.91	7.41	
9.92	6.51	
1.13	3.90	
5.36	2.41	
3.64	6.24	
5.17	8.70	
3.84	5.03	
2.35	4.26	
6.34	8.25	
1.87	0.05	
7.79	5.63	
2.48	3.60	
0.93	9.75	
3.12	9.45	
9.18	7.17	
9.36	3.67	
0.91	7.85	
5.90	6.73	
0.21	0.68	
8.44	5.17	
1.35	8.33	
4.29	9.50	
7.56	5.35	
4.25	2.28	
0.82	9.03	
9.75	7.95	
8.18	3.87	
8.09	3.45	
1.89	7.06	
5.78	6.48	
5.39	4.00	
4.45	6.69	
4.08	0.23	
6.43	3.31	
0.51	8.31	
7.32	1.95	
6.15	6.19	
1.18	1.98	
7.98	6.51	
9.74	5.84	
6.61	4.67	
0.79	1.04	
4.17	7.22	
2.71	5.93	
4.17	1.11	
1.21	0.58	
2.99	8.61	
1.69	4.88	
2.15	2.37	
5.60	7.03	
3.33	9.95	
2.01	6.83	
3.57	7.60	
6.32	9.96	
6.44	8.25	
6.28	1.22	
5.88	9.98	
1.93	7.20	
3.53	7.11	
0.16	1.33	
7.03	7.53	
6.22	6.97	
6.27	7.12	
4.64	7.90	
6.93	3.53	
9.04	8.48	
5.89	9.71	
6.03	0.12	
0.97	9.87	
1.30	4.61	
8.37	8.83	
7.03	9.13	
4.59	8.91	
8.60	3.13	
6.31	7.51	
4.85	1.55	
0.61	2.00	
0.98	5.06	
0.25	8.55	
4.93	3.08	
3.37	5.36	
8.38	1.67	
4.76	1.40	
1.20	4.77	
6.26	6.48	
3.97	3.68	
7.20	9.44	
6.30	6.84	
1.81	6.68	
0.35	9.18	
9.54	4.91	
7.81	7.81	
5.90	8.06	
5.43	8.91	
5.96	0.48	
8.99	8.72	
0.12	5.36	
8.17	0.15	
1.69	9.81	
4.89	5.27	
9.08	6.11	
6.04	3.25	
0.96	1.08	
7.39	2.65	
1.53	4.52	
9.12	6.75	
4.30	0.83	
5.20	0.78	
7.10	7.40	
8.04	0.17	
8.13	7.16	
7.13	9.90	
2.57	2.77	
5.41	5.61	
1.99	4.46	
9.79	9.13	
4.47	4.21	
3.11	1.96	
1.19	3.93	
3.05	2.96	
6.95	6.83	
9.95	8.08	
5.34	6.86	
9.34	3.23	
6.63	2.77	
7.20	3.63	
5.51	0.16	
5.24	6.72	
8.43	7.08	
1.47	8.95	
5.40	5.87	
6.24	0.71	
9.06	7.10	
7.30	7.72	
4.49	9.21	
8.33	1.80	
7.29	0.91	
4.14	8.66	
3.23	2.12	
2.25	5.26	
2.52	3.19	
5.04	5.14	
3.52	1.50	
8.89	5.16	
5.76	8.96	
6.54	3.94	
9.46	4.28	
6.93	7.72	
9.74	8.52	
2.33	6.94	
6.46	3.65	
6.02	2.91	
7.10	9.16	
5.04	2.03	
8.94	3.31	
1.64	1.89	
8.32	1.89	
3.77	2.10	
9.59	9.27	
0.05	0.34	
3.56	3.69	
6.65	3.26	
5.37	0.96	
4.24	0.07	
4.88	8.70	
1.10	6.26	
8.24	6.27	
4.51	4.22	
8.07	3.74	
6.20	7.19	
0.99	7.21	
9.47	3.28	
5.59	6.52	
4.51	6.46	
0.83	5.81	
6.16	2.27	
4.79	7.13	
3.06	7.17	
6.35	1.96	
9.98	1.31	
7.95	5.97	
5.81	6.80	
5.51	7.84	
8.23	4.92	
3.34	3.80	
2.11	8.42	
5.06	5.68	
2.98	7.37	
8.80	2.05	
8.64	0.18	
4.32	8.29	
1.84	4.22	
1.95	4.13	
4.29	4.55	
8.57	4.33	
7.66	2.57	
3.74	0.76	
0.48	0.87	
9.92	2.74	
0.54	5.04	
4.29	5.15	
1.41	7.62	
6.09	3.18	
8.17	5.05	
2.73	6.07	
1.63	3.22	
9.82	1.87	
3.03	3.45	
5.14	9.54	
0.53	6.57	
4.42	4.92	
7.31	8.93	
7.05	2.26	
6.11	1.19	
3.16	3.34	
9.10	7.40	
9.86	2.51	
2.61	9.22	
2.93	6.76	
5.87	7.84	
2.48	6.60	
9.40	4.00	
5.05	5.36	
3.62	4.53	
2.59	1.59	
0.66	2.71	
8.48	1.65	
2.69	8.36	
3.85	7.41	
8.22	2.63	
3.41	6.87	
3.81	2.25	
8.35	4.14	
2.28	7.45	
5.46	8.62	
0.26	8.04	
5.82	2.42	
7.11	2.40	
3.40	9.29	
4.61	5.10	
3.76	7.87	
1.63	9.46	
5.81	7.22	
1.12	3.17	
4.97	2.54	
6.98	6.45	
4.34	4.86	
7.20	4.24	
1.74	9.08	
5.79	6.29	
4.15	1.05	
9.86	1.39	
8.17	5.91	
0.54	5.23	
4.20	6.62	
5.76	4.23	
4.84	3.81	
0.52	1.34	
2.86	5.40	
5.75	3.85	
2.27	7.38	
9.73	6.99	
6.62	4.96	
7.31	2.00	
2.47	6.84	
0.50	1.73	
2.27	3.99	
1.10	2.26	
0.02	8.32	
9.93	4.20	
5.45	5.81	
9.76	3.11	
6.86	3.54	
8.92	4.55	
0.84	9.81	
0.28	5.55	
7.35	1.71	
6.16	0.96	
1.89	5.37	
3.12	0.15	
2.79	9.58	
1.51	6.69	
0.44	5.04	
4.32	1.31	
6.87	7.68	
6.26	6.41	
9.07	6.50	
8.85	8.44	
6.21	3.43	
9.95	3.06	
1.57	5.13	
6.30	6.96	
2.70	4.34	
5.82	9.10	
9.28	1.69	
2.42	3.88	
6.52	6.83	
9.80	8.35	
3.76	1.92	
2.30	5.63	
1.62	9.02	
0.18	7.32	
8.64	7.62	
3.98	8.14	
7.73	7.98	
7.69	7.22	
5.86	0.90	
3.06	1.76	
5.41	4.76	
8.24	0.46	
4.38	6.33	
2.23	5.95	
3.38	2.68	
3.04	8.00	
1.47	7.55	
1.30	1.44	
9.58	7.27	
3.26	6.25	
9.63	8.03	
6.46	9.71	
0.23	8.29	
9.15	4.85	
4.38	7.78	
9.70	2.50	
3.32	7.17	
5.52	9.10	
0.76	0.41	
1.71	6.27	
5.78	5.48	
8.71	3.39	
9.02	7.50	
4.54	9.24	
5.81	2.56	
1.90	4.31	
2.20	9.67	
2.14	0.97	
4.56	2.98	
8.74	4.85	
1.02	6.27	
0.05	7.03	
3.73	7.05	
7.41	3.34	
3.93	8.09	
7.54	3.90	
8.17	0.01	
9.89	3.61	
2.72	0.04	
8.30	1.48	
5.13	8.02	
3.60	4.95	
6.37	3.18	
8.01	3.37	
4.19	1.69	
5.23	3.31	
8.78	8.01	
9.92	7.43	
4.56	0.29	
8.90	7.46	
7.88	3.50	
1.82	1.63	
8.80	2.23	
3.41	6.40	
6.83	8.62	
0.37	2.70	
4.51	0.13	
5.85	6.87	
9.81	6.02	
1.38	7.78	
8.24	0.99	
1.22	2.13	
8.11	9.54	
6.88	1.41	
8.07	4.66	
0.30	5.97	
4.03	0.11	
2.48	2.99	
4.03	6.41	
0.61	8.06	
3.21	6.90	
1.12	2.24	
8.00	1.53	
7.46	9.52	
8.07	3.14	
1.54	2.80	
7.03	2.80	
5.08	0.06	
7.81	8.52	
2.48	6.23	
6.97	3.99	
9.87	0.29	
2.74	2.63	
6.18	1.81	
5.18	4.91	
0.52	5.74	
3.44	6.26	
7.01	9.40	
4.18	6.34	
2.36	1.13	
7.33	0.08	
3.86	5.50	
0.17	5.42	
5.44	6.38	
8.36	2.52	
7.09	5.10	
3.18	4.66	
8.83	8.01	
7.32	1.35	
3.71	4.27	
7.78	0.28	
5.61	2.34	
3.40	5.79	
6.64	1.06	
6.09	7.98	
5.99	9.09	
9.65	8.64	
6.52	4.77	
7.09	6.88	
8.13	6.95	
7.85	0.30	
7.14	6.14	
8.97	4.73	
9.01	4.62	
0.50	9.09	
7.89	3.40	
3.42	0.06	
9.94	3.85	
0.43	4.82	
9.22	1.89	
3.64	9.53	
4.10	3.02	
0.68	4.99	
9.58	7.08	
0.11	0.98	
5.67	2.84	
0.27	5.52	
4.92	3.74	
0.64	5.45	
2.94	7.72	
3.44	0.54	
3.97	6.17	
4.03	3.88	
9.96	9.20	
2.92	7.93	
5.65	7.01	
8.58	6.48	
4.11	0.19	
9.95	0.29	
6.70	4.76	
9.96	5.65	
9.19	1.44	
6.44	3.03	
0.81	2.53	
4.72	5.42	
6.38	3.76	
7.21	4.14	
2.52	3.00	
8.69	3.24	
7.63	2.61	
2.47	2.44	
2.03	7.14	
1.89	2.13	
8.93	3.54	
3.59	3.88	
9.23	6.82	
3.92	3.97	
2.95	0.02	
7.38	7.64	
8.12	3.75	
6.63	7.08	
3.48	7.27	
6.81	6.49	
4.85	9.80	
2.97	3.65	
6.22	8.46	
8.46	8.43	
5.67	6.28	
3.72	5.34	
3.32	2.12	
9.57	8.86	
2.91	2.24	
6.28	7.57	
1.26	1.89	
0.12	5.34	
0.31	4.20	
1.89	5.81	
4.31	2.57	
7.63	9.24	
0.90	2.54	
0.68	9.35	
8.45	8.63	
5.19	1.27	
3.63	1.88	
5.87	0.91	
2.71	4.10	
5.47	0.25	
6.97	5.72	
1.45	2.61	
7.93	4.97	
6.14	7.11	
0.78	7.63	
9.77	1.53	
4.99	8.03	
4.47	8.45	
9.64	4.25	
8.22	0.51	
7.24	2.35	
1.51	6.59	
3.73	7.48	
6.65	2.38	
4.53	2.22	
8.68	5.60	
5.83	6.02	
9.53	8.18	
8.30	2.90	
2.19	5.13	
5.18	8.67	
9.49	2.72	
0.23	2.79	
3.03	6.47	
1.96	4.60	
1.37	2.92	
8.93	8.56	
2.92	7.83	
8.12	7.90	
8.36	7.35	
2.07	1.80	
9.19	8.19	
3.23	6.72	
4.32	7.32	
3.64	8.63	
3.69	1.58	
6.13	9.26	
8.91	3.04	
8.50	5.96	
3.88	6.35	
6.09	1.92	
4.60	0.19	
8.97	0.77	
6.22	6.22	
9.24	6.91	
7.19	5.29	
0.82	1.20	
4.80	2.57	
8.86	9.53	
3.89	0.39	
8.14	0.56	
0.56	9.87	
0.53	7.53	
5.69	0.39	
9.50	8.37	
9.00	8.73	
5.50	7.74	
2.89	8.45	
0.15	4.41	
6.59	3.31	
8.38	7.38	
5.70	7.90	
7.29	4.78	
8.89	2.78	
7.56	0.06	
3.69	1.08	
8.34	1.10	
5.65	8.44	
9.34	9.24	
0.98	8.45	
4.37	6.81	
0.73	1.18	
9.29	3.84	
6.00	3.53	
3.30	6.67	
7.22	5.95	
6.72	3.93	
7.69	1.89	
0.34	8.43	
0.65	2.92	
0.91	6.15	
2.03	4.80	
5.17	7.82	
5.56	6.96	
9.83	1.69	
5.61	0.80	
8.18	0.74	
3.28	0.13	
5.07	1.79	
5.30	0.69	
0.50	8.86	
1.45	3.85	
8.83	8.16	
5.67	4.33	
5.05	7.49	
7.83	0.34	
1.43	8.60	
8.16	9.69	
8.32	7.01	
4.00	5.15	
0.36	0.17	
8.76	7.45	
5.08	1.53	
6.75	5.25	
4.42	4.97	
3.11	6.79	
0.81	1.28	
7.38	9.54	
8.70	6.24	
0.80	0.47	
9.03	7.29	
1.96	1.23	
9.19	4.53	
2.88	0.02	
3.26	9.80	
7.72	3.99	
7.69	6.79	
9.15	3.97	
5.87	4.18	
3.56	6.30	
0.72	3.15	
4.42	4.99	
8.49	0.57	
4.97	0.91	
8.28	9.11	
5.29	4.05	
1.28	6.05	
6.14	8.79	
1.02	3.11	
1.52	2.15	
0.69	0.77	
4.82	9.52	
6.72	1.99	
8.73	2.97	
8.07	1.54	
7.53	2.55	
9.61	9.50	
1.31	1.97	
3.67	9.52	
5.67	6.20	
8.48	5.17	
7.34	0.11	
3.50	0.45	
5.24	3.83	
2.07	3.88	
9.53	2.97	
8.51	9.06	
5.64	9.07	
2.75	8.41	
8.82	8.27	
8.53	1.08	
5.30	4.65	
1.84	0.14	
9.63	7.59	
5.61	9.49	
4.57	1.53	
2.71	5.40	
8.59	0.36	
3.96	3.53	
8.69	7.92	
0.06	7.56	
0.56	0.88	
6.24	1.93	
6.14	0.04	
6.32	7.30	
8.85	1.42	
8.51	4.04	
0.35	9.02	
8.72	6.18	
8.44	7.12	
8.38	5.21	
4.96	0.90	
2.93	1.06	
4.04	0.96	
3.81	5.21	
5.66	9.06	
1.85	9.30	
6.97	9.20	
2.07	0.94	
3.75	1.16	
0.42	7.45	
7.50	0.76	
1.27	7.26	
9.51	4.73	
9.97	8.28	
1.69	5.93	
9.10	2.18	
5.51	8.67	
8.12	3.83	
4.48	2.85	
5.93	5.26	
2.87	9.75	
2.64	4.50	
2.93	2.14	
2.21	0.48	
5.76	6.21	
0.30	6.62	
6.40	3.03	
2.16	7.33	
1.94	2.89	
4.18	3.64	
2.63	6.67	
8.62	6.47	
9.83	4.65	
5.36	8.51	
1.42	4.59	
6.28	8.78	
4.80	7.66	
7.59	7.09	
9.93	3.21	
2.97	8.90	
0.15	0.35	
5.73	5.42	
6.30	7.44	
1.18	7.33	
0.62	8.53	
1.63	5.62	
0.54	8.98	
4.76	7.13	
8.64	1.52	
3.32	8.14	
4.52	7.64	
7.72	4.17	
6.42	8.78	
6.00	0.31	
4.90	6.24	
5.12	2.14	
9.03	8.81	
5.78	3.75	
5.76	2.20	
8.13	6.11	
6.35	4.98	
9.77	5.69	
0.10	1.69	
8.03	0.99	
4.36	4.89	
8.29	1.72	
1.55	4.26	
6.34	3.62	
8.49	3.02	
7.92	0.04	
0.69	8.74	
0.93	9.78	
4.42	8.21	
6.11	9.73	
2.34	3.64	
0.14	9.94	
4.25	0.77	
1.07	8.04	
3.14	7.53	
9.80	0.05	
8.25	5.80	
2.73	4.32	
0.77	7.74	
0.33	6.08	
5.24	2.36	
3.35	0.55	
9.20	7.92	
3.58	3.70	
6.70	0.26	
8.73	1.09	
6.27	7.75	
1.76	6.82	
2.73	9.01	
3.46	6.61	
2.98	0.28	
3.06	1.33	
0.00	5.73	
6.27	9.79	
5.91	5.28	
1.29	2.74	
4.64	1.50	
3.86	2.79	
6.89	9.10	
9.16	9.13	
5.42	8.07	
4.26	9.07	
6.61	4.27	
7.61	3.14	
5.03	9.26	
3.17	4.60	
1.25	4.52	
5.62	9.20	
9.88	4.09	
9.23	5.92	
3.57	3.31	
8.07	5.01	
1.17	0.98	
6.72	5.23	
2.84	6.66	
1.11	8.32	
2.70	4.89	
6.75	4.90	
9.99	3.27	
7.37	2.94	
3.15	1.93	
0.21	6.53	
7.13	7.80	
5.78	0.26	
3.32	8.27	
8.68	2.07	
3.16	5.29	
3.14	5.01	
1.02	2.80	
1.61	7.10	
9.34	7.48	
7.18	6.56	
9.10	5.35	
0.91	8.65	
1.73	4.18	
3.47	9.65	
4.42	5.16	
6.20	2.78	
9.26	5.35	
0.62	0.69	
8.09	6.13	
6.93	9.38	
9.34	2.05	
1.37	8.52	
9.86	8.57	
9.72	4.19	
4.90	6.93	
8.93	0.85	
1.97	9.27	
1.91	0.67	
9.55	7.42	
1.10	0.29	
0.42	4.21	
4.80	6.65	
9.94	7.25	
6.65	6.08	
3.86	0.97	
2.57	3.41	
6.96	4.59	
1.43	0.48	
3.08	0.18	
5.41	7.17	
9.85	7.27	
3.64	0.98	
6.34	7.87	
7.65	5.53	
9.77	8.43	
0.83	2.22	
8.53	3.34	
4.61	3.86	
2.01	8.18	
3.05	3.81	
4.35	9.13	
4.01	9.31	
8.46	9.44	
9.57	2.98	
8.54	2.85	
0.38	2.35	
4.37	8.60	
8.80	3.14	
8.27	2.56	
3.53	8.39	
5.95	4.25	
3.71	2.35	
5.88	0.18	
4.60	4.63	
8.12	9.55	
7.38	7.90	
1.94	9.90	
5.48	9.51	
3.83	6.43	
6.02	5.70	
1.79	0.85	
0.29	4.98	
9.03	2.34	
9.10	5.99	
0.74	6.16	
9.73	3.97	
0.10	2.62	
8.83	8.90	
5.90	2.65	
1.92	8.20	
2.58	4.26	
3.78	6.33	
4.78	8.10	
5.55	3.84	
3.02	9.08	
3.77	8.93	
3.84	5.58	
3.94	5.05	
7.91	7.16	
5.83	9.33	
2.00	6.73	
1.01	7.90	
6.36	3.52	
3.43	5.58	
7.25	8.31	
2.42	9.88	
5.59	3.85	
3.71	0.95	
6.44	9.06	
8.19	2.25	
0.89	7.35	
9.94	9.01	
1.40	6.25	
4.92	5.56	
4.09	7.40	
8.90	5.14	
6.45	3.77	
8.92	0.70	
7.17	3.24	
5.47	8.38	
5.35	6.26	
3.46	0.57	
0.12	8.23	
9.14	9.80	
8.00	6.14	
6.27	9.91	
4.64	3.02	
9.61	6.35	
9.62	2.95	
5.72	3.34	
7.74	4.08	
1.26	1.22	
7.99	6.99	
6.65	4.16	
1.96	0.98	
8.72	4.73	
6.39	1.54	
9.34	8.84	
1.19	7.86	
8.26	1.96	
2.66	0.73	
7.60	4.95	
3.72	7.47	
2.15	5.87	
7.32	2.36	
4.43	2.33	
6.66	8.28	
5.90	7.26	
5.94	7.58	
6.25	0.26	
8.33	7.90	
0.38	5.28	
3.78	1.97	
9.21	5.44	
7.67	8.44	
3.71	4.90	
2.92	4.78	
3.43	8.57	
2.30	2.04	
0.09	0.01	
4.76	5.83	
3.85	9.35	
9.37	7.14	
5.31	3.50	
3.34	1.99	
8.45	2.59	
5.73	8.71	
1.12	8.13	
7.18	7.59	
7.46	0.34	
6.59	8.14	
3.28	4.37	
0.11	5.76	
9.52	7.73	
4.17	0.82	
0.40	4.17	
3.87	0.03	
3.19	2.42	
0.63	2.25	
3.38	1.78	
7.87	8.13	
4.88	0.28	
1.65	5.73	
7.70	5.51	
3.97	2.51	
6.61	2.30	
9.94	7.26	
3.15	6.71	
6.58	4.25	
9.60	0.32	
0.16	5.99	
8.39	4.74	
0.98	0.10	
2.16	1.53	
9.50	0.68	
9.97	9.15	
5.20	4.21	
2.92	4.39	
0.28	5.44	
8.04	3.05	
3.27	9.29	
2.75	0.89	
4.01	0.44	
3.54	3.73	
0.30	3.88	
1.46	2.81	
8.14	5.64	
4.00	9.53	
2.12	5.27	
7.66	1.96	
9.91	8.34	
7.77	4.01	
4.86	9.92	
2.90	6.84	
3.72	7.62	
8.83	1.50	
2.40	5.85	
3.39	1.01	
1.15	1.38	
7.01	0.06	
1.96	3.86	
5.44	0.43	
5.36	4.08	
0.68	0.78	
0.68	6.99	
2.92	0.02	
3.73	5.98	
1.83	4.67	
8.61	0.25	
7.91	1.83	
5.63	6.84	
5.59	0.96	
5.92	4.85	
7.89	9.97	
4.11	9.99	
9.09	2.97	
4.60	4.00	
5.48	9.82	
3.44	4.69	
6.68	0.62	
7.72	9.58	
9.16	1.39	
6.30	7.62	
1.49	0.50	
1.32	1.71	
6.10	9.74	
7.45	6.60	
5.28	7.59	
7.07	5.55	
0.36	7.04	
2.84	2.15	
1.54	4.80	
5.75	2.22	
2.60	4.20	
5.80	5.22	
8.94	9.08	
4.68	3.35	
9.72	1.90	
4.49	1.52	
4.87	5.47	
4.32	1.13	
5.40	3.56	
7.06	5.84	
1.38	2.88	
1.82	8.22	
5.03	5.41	
3.77	1.83	
8.06	7.72	
2.01	4.55	
0.97	1.08	
7.57	5.59	
9.37	4.50	
8.67	0.25	
6.73	0.81	
7.26	3.58	
5.80	4.33	
1.28	6.86	
0.86	7.82	
9.95	8.08	
1.47	5.31	
5.31	1.02	
4.21	6.84	
1.67	5.86	
2.50	1.16	
6.21	7.64	
6.44	2.34	
8.02	8.29	
3.74	6.60	
0.13	1.99	
0.24	6.59	
8.74	3.34	
3.31	1.13	
6.57	2.61	
4.34	9.97	
2.91	2.93	
7.33	4.67	
0.88	9.38	
8.62	8.62	
3.90	1.09	
9.55	1.62	
7.00	3.78	
7.50	6.97	
5.52	1.10	
3.00	1.89	
3.17	0.69	
9.90	5.25	
3.74	2.37	
3.56	0.40	
6.15	3.62	
6.89	4.31	
0.24	0.22	
7.53	8.70	
1.57	7.87	
0.36	3.14	
7.25	4.09	
7.98	5.03	
0.97	8.40	
8.90	6.22	
4.96	2.49	
7.10	1.66	
8.24	1.99	
9.08	1.08	
5.85	5.29	
4.36	0.71	
0.92	5.51	
3.43	8.43	
2.38	6.52	
2.51	2.37	
4.08	4.62	
8.25	9.95	
7.24	3.36	
6.34	1.63	
7.30	0.07	
7.58	1.22	
7.64	9.43	
1.36	2.48	
7.42	0.73	
1.54	9.99	
7.98	3.15	
2.08	0.79	
2.59	5.46	
0.08	2.09	
7.15	4.24	
2.16	9.60	
5.28	8.20	
5.76	0.26	
9.92	3.99	
1.19	3.29	
4.83	3.05	
1.29	3.23	
3.78	7.66	
5.28	9.19	
2.14	9.01	
0.57	5.28	
5.40	9.42	
1.11	8.11	
2.06	6.02	
3.94	8.66	
3.37	3.19	
5.91	7.48	
1.23	6.94	
1.41	4.00	
6.20	4.93	
7.79	3.37	
1.74	2.25	
9.53	6.21	
7.39	4.59	
3.88	0.31	
3.43	6.91	
0.63	5.91	
1.34	8.41	
5.89	0.02	
0.28	1.35	
5.33	9.03	
7.08	4.68	
5.36	2.99	
8.62	0.92	
1.68	9.40	
8.63	8.60	
3.32	9.09	
7.59	0.77	
7.12	2.06	
3.72	4.55	
1.57	6.10	
4.66	5.58	
1.55	7.34	
5.00	6.23	
5.28	7.33	
1.63	6.00	
2.57	8.02	
0.24	8.04	
9.30	2.27	
8.83	6.27	
6.37	4.94	
0.69	3.16	
2.60	6.39	
8.03	9.90	
0.23	8.27	
9.18	6.66	
8.44	8.99	
6.82	2.86	
5.12	4.76	
2.12	4.25	
9.60	0.42	
9.77	6.13	
9.29	3.30	
1.85	9.76	
1.33	2.30	
4.35	2.09	
6.55	3.98	
8.65	7.17	
6.30	7.23	
1.85	1.64	
4.89	8.05	
3.82	5.15	
9.13	6.57	
6.19	1.46	
4.26	8.93	
8.06	5.01	
0.06	7.83	
6.03	3.31	
4.18	6.82	
1.69	5.00	
9.98	5.15	
7.84	9.83	
4.92	1.77	
5.85	6.78	
1.64	9.51	
0.61	3.68	
8.01	3.04	
6.19	2.15	
4.18	7.08	
4.66	9.54	
4.69	4.47	
3.33	0.72	
0.70	7.38	
0.25	0.75	
3.26	8.69	
6.48	1.70	
1.23	4.71	
3.60	5.17	
8.75	4.97	
9.48	5.47	
5.64	9.38	
0.81	6.95	
0.91	8.45	
0.82	3.04	
3.82	7.37	
2.44	3.90	
9.06	0.61	
1.65	4.15	
2.91	9.78	
4.21	2.10	
4.67	3.63	
8.54	7.13	
3.66	5.92	
1.55	2.43	
5.24	3.72	
9.95	6.19	
0.77	6.13	
8.43	5.61	
5.37	0.75	
8.16	4.26	
4.35	3.38	
3.28	5.57	
3.61	4.51	
0.54	2.12	
2.34	4.71	
7.41	2.66	
5.95	9.89	
7.01	6.99	
6.00	6.47	
3.74	1.40	
9.45	6.15	
2.62	6.11	
3.22	9.49	
6.12	9.56	
2.12	7.79	
6.95	3.63	
6.95	3.14	
2.27	7.99	
7.32	7.06	
4.31	1.43	
8.40	9.45	
5.53	3.17	
3.77	0.62	
1.51	6.94	
7.24	1.08	
3.33	6.79	
4.68	5.46	
2.17	3.77	
3.62	9.53	
2.77	9.44	
1.89	1.53	
9.22	3.21	
9.07	2.23	
6.04	7.59	
3.55	1.15	
9.68	7.32	
6.19	9.94	
1.21	6.05	
6.29	7.85	
8.33	6.73	
9.19	8.20	
6.12	0.07	
5.40	9.45	
9.37	8.82	
0.17	9.01	
5.66	4.15	
8.91	3.14	
7.70	4.56	
8.18	1.75	
5.52	6.97	
4.19	2.47	
3.82	4.39	
0.98	4.45	
7.52	4.20	
7.84	8.84	
9.10	6.70	
1.61	9.21	
4.48	3.86	
2.59	2.52	
0.40	4.20	
4.44	8.20	
5.06	0.89	
6.97	0.73	
5.72	6.59	
8.18	8.84	
1.19	0.51	
6.33	2.80	
4.87	0.07	
5.20	9.62	
3.72	2.21	
6.28	5.06	
1.98	6.93	
9.75	0.22	
3.93	8.84	
1.73	0.28	
8.66	0.82	
9.57	2.28	
1.37	7.60	
7.90	9.46	
9.68	5.91	
8.23	9.60	
0.81	2.51	
1.41	5.81	
5.06	0.57	
7.84	9.11	
3.72	0.16	
2.71	3.54	
5.35	8.75	
4.48	6.22	
2.04	3.10	
3.13	6.52	
9.07	4.79	
0.92	1.14	
4.70	8.03	
2.65	4.24	
3.97	9.62	
4.04	4.61	
9.68	7.85	
6.83	5.33	
6.20	9.30	
6.47	4.65	
6.91	9.83	
3.77	0.86	
3.96	8.86	
4.85	7.87	
0.00	4.06	
4.83	2.80	
4.87	7.08	
9.37	1.79	
7.05	9.23	
4.78	4.89	
8.41	0.62	
1.78	6.90	
3.36	5.08	
0.15	6.15	
7.79	7.87	
1.67	9.71	
1.51	3.54	
6.44	9.50	
7.67	5.84	
3.20	0.68	
6.58	2.83	
8.05	0.50	
6.95	5.75	
6.95	3.17	
6.86	1.54	
6.49	3.80	
8.16	5.48	
4.35	2.42	
2.93	2.07	
5.71	7.34	
7.55	9.47	
4.02	5.57	
0.48	5.31	
5.28	6.79	
2.56	9.29	
2.71	6.78	
4.61	1.10	
5.05	5.29	
5.63	0.64	
5.13	3.53	
6.18	1.16	
7.13	6.09	
6.16	4.73	
0.25	3.02	
2.76	4.18	
3.79	7.99	
4.49	4.86	
3.53	9.89	
9.87	4.71	
2.22	6.32	
4.66	1.38	
7.55	9.12	
0.03	0.51	
9.56	4.26	
4.98	0.55	
5.48	0.25	
0.27	5.07	
4.27	2.29	
8.08	5.66	
4.93	1.94	
0.70	4.84	
2.28	5.53	
4.45	0.81	
1.63	7.89	
9.68	3.07	
8.82	1.85	
6.12	0.88	
5.40	8.23	
3.31	4.60	
9.63	5.41	
9.62	2.96	
2.89	2.26	
9.73	8.62	
7.19	3.50	
9.72	7.69	
4.59	1.77	
0.86	8.73	
0.77	6.54	
8.16	1.06	
5.62	5.89	
7.24	2.23	
1.09	3.74	
3.90	9.81	
2.58	1.39	
3.51	3.09	
3.10	9.68	
4.05	6.21	
1.30	4.81	
5.09	5.50	
2.92	9.07	
6.97	0.19	
2.57	4.97	
8.85	7.40	
7.29	9.98	
1.81	9.73	
5.62	7.42	
3.09	5.85	
6.70	7.85	
0.93	2.45	
1.63	4.44	
4.72	8.86	
5.44	5.52	
4.42	4.20	
1.92	6.88	
3.97	0.26	
4.73	6.73	
8.23	2.74	
8.14	6.77	
9.52	7.37	
7.38	3.05	
0.10	7.30	
4.08	1.87	
9.33	3.13	
4.82	6.96	
9.80	6.92	
1.39	5.92	
5.10	7.28	
0.18	5.95	
2.86	3.59	
3.89	1.01	
0.67	3.30	
3.23	5.29	
9.35	8.04	
7.86	0.74	
7.20	0.82	
5.77	9.45	
1.80	9.04	
7.70	5.54	
0.48	5.08	
8.33	4.70	
8.96	9.28	
9.59	3.88	
8.35	8.11	
1.80	8.04	
4.28	3.51	
7.58	5.67	
8.30	8.43	
9.82	9.80	
1.02	7.15	
9.40	6.69	
8.44	8.71	
0.55	0.15	
7.80	5.99	
1.88	5.27	
6.89	3.27	
8.67	1.95	
1.37	0.09	
7.96	5.05	
7.70	9.89	
1.15	5.00	
5.69	7.75	
0.20	0.11	
3.40	2.82	
2.75	9.19	
8.78	7.38	
7.92	1.21	
7.28	6.38	
9.80	6.72	
1.65	8.34	
7.74	4.54	
0.57	1.11	
3.05	5.76	
5.72	3.47	
9.78	6.60	
2.41	6.82	
3.31	0.70	
7.98	9.42	
4.11	1.68	
3.04	9.54	
5.65	6.48	
5.38	2.57	
4.85	0.61	
2.98	1.72	
0.72	7.11	
2.66	1.45	
1.54	2.06	
3.58	7.59	
4.26	0.77	
0.06	8.68	
9.99	0.35	
6.78	8.14	
8.06	6.72	
0.24	8.22	
7.47	5.75	
4.47	2.58	
8.53	1.41	
5.75	5.92	
9.30	6.40	
0.23	5.81	
1.34	3.90	
1.42	4.25	
6.64	2.92	
8.88	3.57	
2.93	3.10	
8.05	4.21	
7.77	9.51	
1.63	0.02	
2.68	1.88	
6.57	0.07	
7.47	7.98	
7.24	4.35	
1.35	5.62	
4.40	5.32	
